Property_ID,SquareFootage,Bedrooms,Bathrooms,YearBuilt,HouseAge,Neighborhood,GarageCars,LotArea,DistanceToCityCenter,Price
PROP-10599,2345.0,3,3.5,2009,15,West Hills,3.0,6112.0,23.9,583400.0
PROP-10600,2592.0,3,2.0,2007,17,Suburban North,2.0,3994.0,21.0,527400.0
PROP-10601,1501.0,2,2.0,1989,35,Lakeside,1.0,12728.0,22.7,426800.0
PROP-10602,2665.0,6,1.0,1999,25,Downtown,2.0,7444.0,20.5,596600.0
PROP-10603,2981.0,3,1.0,2017,7,Downtown,0.0,7355.0,12.0,615300.0
PROP-10604,2369.0,3,2.5,1970,54,Suburban North,3.0,8970.0,7.0,532800.0
PROP-10605,3320.0,2,2.0,1980,44,Metro East,2.0,9906.0,9.9,612100.0
PROP-10606,1597.0,3,1.5,1980,44,West Hills,1.0,9865.0,1.5,403800.0
PROP-10607,1291.0,1,2.5,1977,47,Suburban North,1.0,10184.0,13.6,319000.0
PROP-10608,944.0,3,2.0,2014,10,Suburban North,0.0,5923.0,13.1,265700.0
PROP-10609,3072.0,5,2.0,1988,36,Downtown,3.0,6755.0,13.6,667400.0
PROP-10610,2525.0,3,2.0,1983,41,Metro East,0.0,9423.0,24.4,477700.0
PROP-10611,2064.0,1,3.0,1969,55,West Hills,2.0,6182.0,22.9,459300.0
PROP-10612,2282.0,1,3.0,2004,20,Suburban North,1.0,7487.0,4.9,495700.0
PROP-10613,1368.0,3,2.0,1976,48,West Hills,3.0,8497.0,9.9,428000.0
PROP-10614,3690.0,2,2.0,1977,47,Downtown,1.0,9463.0,11.2,706900.0
PROP-10615,2184.0,1,2.0,2001,23,Metro East,,3056.0,9.7,465200.0
PROP-10616,2171.0,4,3.0,2007,17,Downtown,2.0,9287.0,20.2,555700.0
PROP-10617,2572.0,3,2.0,1979,45,West Hills,2.0,6916.0,13.6,532600.0
PROP-10618,2413.0,3,1.5,1996,28,Downtown,0.0,9269.0,14.7,554100.0
PROP-10619,2246.0,5,1.0,2004,20,West Hills,1.0,9442.0,21.5,518600.0
PROP-10620,1586.0,2,2.0,1977,47,Lakeside,1.0,11520.0,20.3,410500.0
PROP-10621,2406.0,5,2.0,1976,48,West Hills,2.0,10884.0,4.2,584800.0
PROP-10622,3323.0,3,3.0,1968,56,West Hills,1.0,10866.0,18.1,645100.0
PROP-10623,2975.0,4,1.5,1973,51,Lakeside,2.0,11109.0,11.5,672800.0
PROP-10624,3136.0,3,2.0,2008,16,Downtown,1.0,8228.0,8.1,625100.0
PROP-10625,1768.0,4,3.0,1988,36,Suburban North,2.0,,2.2,448700.0
PROP-10626,1457.0,6,3.0,1990,34,Downtown,3.0,9682.0,12.7,509600.0
PROP-10627,2018.0,3,2.0,1963,61,Metro East,2.0,9330.0,9.5,421100.0
PROP-10628,2136.0,5,2.0,1977,47,Suburban North,1.0,6727.0,7.0,486900.0
PROP-10629,2811.0,3,2.0,2018,6,West Hills,1.0,8512.0,17.7,566300.0
PROP-10630,1000.0,3,3.5,1979,45,West Hills,0.0,7412.0,19.5,343300.0
PROP-10631,3094.0,3,1.5,2015,9,Downtown,1.0,5365.0,6.9,677700.0
PROP-10632,1997.0,3,3.5,2015,9,Downtown,2.0,10726.0,2.2,559500.0
PROP-10633,1823.0,2,2.5,2006,18,Suburban North,2.0,7638.0,21.4,411000.0
PROP-10634,1442.0,3,2.0,2002,22,Suburban North,3.0,12622.0,1.2,439800.0
PROP-10635,1024.0,3,1.0,2003,21,Downtown,1.0,3436.0,23.5,342800.0
PROP-10636,2635.0,4,2.0,1968,56,Downtown,2.0,6108.0,16.1,597200.0
PROP-10637,2148.0,4,2.0,1972,52,Lakeside,2.0,7582.0,8.7,586200.0
PROP-10638,1262.0,3,1.5,1974,50,Metro East,2.0,10343.0,6.9,303400.0
PROP-10639,1258.0,3,2.5,1986,38,Suburban North,1.0,8499.0,1.2,343500.0
PROP-10640,1882.0,3,4.0,1974,50,Suburban North,2.0,8276.0,6.7,451400.0
PROP-10641,3185.0,2,2.0,1987,37,Downtown,2.0,4682.0,4.3,674600.0
PROP-10642,1931.0,2,2.5,1996,28,West Hills,2.0,4608.0,15.7,462200.0
PROP-10643,1123.0,3,1.0,2014,10,Lakeside,3.0,8306.0,5.0,415100.0
PROP-10644,1940.0,3,2.0,1978,46,Downtown,1.0,4090.0,13.7,474700.0
PROP-10645,1923.0,5,1.5,1985,39,Downtown,0.0,6170.0,15.2,485200.0
PROP-10646,600.0,3,2.5,2011,13,Lakeside,2.0,8752.0,8.2,319300.0
PROP-10647,2065.0,3,3.5,1985,39,West Hills,2.0,5044.0,1.8,516600.0
PROP-10648,1950.0,3,2.5,1984,40,Downtown,1.0,11513.0,1.9,519400.0
PROP-10649,2553.0,2,1.0,1985,39,West Hills,2.0,10560.0,1.6,539200.0
PROP-10650,3302.0,3,2.0,1985,39,Suburban North,3.0,3571.0,18.7,623200.0
PROP-10651,2832.0,3,2.0,2005,19,Suburban North,3.0,5169.0,8.6,620800.0
PROP-10652,1925.0,3,2.0,1987,37,Lakeside,1.0,2000.0,20.1,446600.0
PROP-10653,1381.0,3,3.0,2008,16,Lakeside,2.0,5544.0,11.4,452000.0
PROP-10654,3773.0,6,3.0,1977,47,Suburban North,2.0,9416.0,11.9,766300.0
PROP-10655,2138.0,4,2.5,1991,33,Metro East,2.0,6465.0,13.3,462000.0
PROP-10656,2109.0,3,2.0,2012,12,Suburban North,2.0,8652.0,18.1,488400.0
PROP-10657,2084.0,3,2.0,1962,62,Lakeside,2.0,3694.0,7.6,505900.0
PROP-10658,2229.0,3,1.5,1961,63,Suburban North,2.0,9495.0,3.9,501500.0
PROP-10659,2006.0,2,2.0,1992,32,Lakeside,1.0,6112.0,14.3,485400.0
PROP-10660,1727.0,3,2.0,2001,23,Metro East,2.0,7530.0,8.8,419200.0
PROP-10661,1745.0,1,2.5,1978,46,Downtown,2.0,7268.0,11.6,451900.0
PROP-10662,2079.0,3,2.5,1976,48,Metro East,1.0,4321.0,16.5,406900.0
PROP-10663,1747.0,3,1.0,2003,21,Lakeside,3.0,4617.0,12.9,445500.0
PROP-10664,1637.0,2,2.0,1992,32,Lakeside,2.0,9919.0,15.9,457300.0
PROP-10665,2169.0,5,1.5,1971,53,Downtown,2.0,8497.0,14.1,525700.0
PROP-10666,1934.0,5,1.5,2008,16,Lakeside,0.0,10125.0,18.8,507800.0
PROP-10667,3078.0,4,3.0,2015,9,Lakeside,2.0,8312.0,17.9,708100.0
PROP-10668,600.0,3,1.0,2022,2,Suburban North,1.0,7857.0,13.8,228000.0
PROP-10669,2809.0,4,2.0,1962,62,Metro East,0.0,3185.0,17.3,536800.0
PROP-10670,2910.0,2,1.5,2002,22,Downtown,2.0,6824.0,22.0,571700.0
PROP-10671,752.0,4,3.0,2008,16,Downtown,1.0,7432.0,11.4,359200.0
PROP-10672,1877.0,2,2.0,2014,10,Suburban North,2.0,12383.0,10.9,436600.0
PROP-10673,1859.0,4,1.5,1985,39,West Hills,0.0,9217.0,19.3,411500.0
PROP-10674,1185.0,3,2.0,1994,30,West Hills,1.0,11340.0,15.0,341700.0
PROP-10675,1594.0,4,2.5,1967,57,Downtown,1.0,8994.0,2.7,435600.0
PROP-10676,1378.0,5,3.5,2011,13,Metro East,3.0,,22.4,413700.0
PROP-10677,3239.0,2,1.5,1995,29,Downtown,2.0,7793.0,1.7,704100.0
PROP-10678,2708.0,3,3.0,2012,12,Downtown,2.0,8091.0,19.0,630300.0
PROP-10679,2927.0,6,3.5,2013,11,Downtown,1.0,5152.0,19.2,683700.0
PROP-10680,2569.0,3,3.0,1966,58,West Hills,0.0,6539.0,23.9,493400.0
PROP-10681,1366.0,4,2.5,2005,19,Metro East,3.0,6986.0,2.3,414300.0
PROP-10682,1759.0,3,2.5,2005,19,West Hills,1.0,11514.0,15.3,485300.0
PROP-10683,2418.0,3,2.0,1995,29,Lakeside,1.0,2298.0,11.3,555800.0
PROP-10684,1306.0,3,2.5,1975,49,Downtown,2.0,10515.0,8.9,399900.0
PROP-10685,2563.0,2,2.0,1983,41,Suburban North,0.0,5158.0,3.2,491300.0
PROP-10686,1944.0,4,2.5,2020,4,Suburban North,2.0,4070.0,14.5,469300.0
PROP-10687,1856.0,3,2.0,2013,11,Suburban North,2.0,10450.0,12.5,401100.0
PROP-10688,2562.0,3,2.5,2021,3,Downtown,1.0,9330.0,3.5,619200.0
PROP-10689,2389.0,3,3.0,1960,64,West Hills,0.0,10636.0,15.7,485600.0
PROP-10690,1865.0,3,1.5,2008,16,Suburban North,1.0,9502.0,18.7,383300.0
PROP-10691,2854.0,4,3.0,1984,40,Lakeside,2.0,12650.0,19.4,675600.0
PROP-10692,1397.0,6,2.0,1969,55,Suburban North,2.0,,22.7,353200.0
PROP-10693,2500.0,3,3.0,2013,11,Downtown,1.0,7109.0,10.8,584800.0
PROP-10694,2486.0,4,2.0,1975,49,West Hills,0.0,8357.0,23.9,528000.0
PROP-10695,1899.0,4,2.0,1975,49,Downtown,2.0,10609.0,21.8,447600.0
PROP-10696,2312.0,3,3.0,2017,7,Lakeside,2.0,5552.0,8.1,576700.0
PROP-10697,1287.0,5,2.0,1967,57,West Hills,1.0,5870.0,4.8,386300.0
PROP-10698,2701.0,2,3.0,1988,36,Downtown,1.0,6728.0,11.4,610500.0
PROP-10699,1980.0,2,2.0,1998,26,Metro East,1.0,2239.0,10.6,376500.0
PROP-10700,1760.0,4,2.0,1987,37,Suburban North,2.0,7845.0,14.8,432300.0
PROP-10701,2782.0,3,2.0,1965,59,Downtown,3.0,2785.0,15.0,610300.0
PROP-10702,1642.0,4,2.0,1975,49,West Hills,1.0,7633.0,19.0,365100.0
PROP-10703,1185.0,4,2.0,1979,45,Suburban North,2.0,9663.0,13.2,355800.0
PROP-10704,1088.0,2,1.0,1975,49,Lakeside,1.0,6308.0,3.5,361000.0
PROP-10705,2494.0,4,2.0,1966,58,Lakeside,1.0,11693.0,21.6,554500.0
PROP-10706,1268.0,3,1.0,2000,24,Metro East,1.0,3849.0,8.4,325800.0
PROP-10707,3241.0,3,4.0,1973,51,Suburban North,2.0,10478.0,24.3,660600.0
PROP-10708,747.0,3,3.5,2002,22,Suburban North,2.0,9188.0,3.8,325600.0
PROP-10709,3203.0,5,2.0,1985,39,Lakeside,2.0,3210.0,24.0,680100.0
PROP-10710,2237.0,1,2.5,1985,39,Downtown,1.0,14277.0,3.2,505400.0
PROP-10711,2037.0,3,2.0,1973,51,Suburban North,1.0,7341.0,6.5,442100.0
PROP-10712,1746.0,3,2.5,1966,58,Suburban North,0.0,5306.0,2.1,405800.0
PROP-10713,2359.0,4,3.0,1992,32,Downtown,2.0,3982.0,17.9,562000.0
PROP-10714,2076.0,3,3.5,1985,39,Suburban North,1.0,6950.0,21.4,416400.0
PROP-10715,2817.0,2,2.0,2016,8,Lakeside,2.0,7181.0,11.4,665200.0
PROP-10716,2174.0,3,2.5,2004,20,Lakeside,1.0,7757.0,23.3,530500.0
PROP-10717,2198.0,3,2.0,1979,45,Downtown,1.0,6756.0,15.2,491900.0
PROP-10718,1864.0,4,4.0,2022,2,Downtown,2.0,9083.0,16.1,558300.0
PROP-10719,2063.0,3,1.0,1962,62,Suburban North,1.0,6531.0,21.3,421300.0
PROP-10720,2300.0,2,2.5,2011,13,Lakeside,1.0,2663.0,8.1,508200.0
PROP-10721,988.0,5,2.5,1963,61,Downtown,1.0,7127.0,9.5,365400.0
PROP-10722,1224.0,1,2.5,2020,4,West Hills,2.0,2000.0,22.7,318200.0
PROP-10723,2583.0,6,1.5,1985,39,Downtown,2.0,8384.0,22.6,599500.0
PROP-10724,2211.0,3,3.5,1970,54,West Hills,1.0,5052.0,24.4,485400.0
PROP-10725,1980.0,4,1.5,1961,63,Suburban North,,7908.0,22.6,428400.0
PROP-10726,2112.0,3,2.5,1973,51,Lakeside,1.0,10785.0,4.1,527200.0
PROP-10727,2326.0,1,1.5,2003,21,Downtown,1.0,5128.0,20.8,453100.0
PROP-10728,1749.0,4,2.0,1989,35,West Hills,0.0,10153.0,10.8,421500.0
PROP-10729,1594.0,4,2.0,2008,16,Downtown,2.0,6417.0,24.8,447100.0
PROP-10730,2227.0,4,2.0,1971,53,West Hills,1.0,11883.0,12.3,519900.0
PROP-10731,1464.0,2,1.5,1985,39,Lakeside,1.0,6587.0,14.3,375000.0
PROP-10732,2365.0,4,1.5,2003,21,Downtown,1.0,5399.0,13.7,561600.0
PROP-10733,993.0,4,2.0,1992,32,Lakeside,1.0,9218.0,8.7,367900.0
PROP-10734,2769.0,3,2.5,1972,52,West Hills,2.0,6411.0,2.8,609400.0
PROP-10735,2407.0,4,3.0,1973,51,Downtown,0.0,5396.0,22.5,516700.0
PROP-10736,2266.0,4,1.0,1983,41,Suburban North,1.0,6305.0,20.3,454200.0
PROP-10737,2739.0,3,2.0,2021,3,Downtown,,7388.0,4.3,655900.0
PROP-10738,3183.0,2,1.5,1993,31,West Hills,1.0,10855.0,19.6,584000.0
PROP-10739,2759.0,3,1.0,2003,21,Lakeside,2.0,2665.0,16.0,594100.0
PROP-10740,903.0,2,2.5,1985,39,Downtown,2.0,7558.0,10.8,338500.0
PROP-10741,1268.0,3,2.5,1980,44,Suburban North,1.0,9062.0,7.1,389100.0
PROP-10742,1694.0,3,1.5,1987,37,Lakeside,2.0,7984.0,21.6,431200.0
PROP-10743,2117.0,2,1.5,2007,17,Metro East,1.0,10775.0,17.8,455500.0
PROP-10744,2436.0,3,1.0,1995,29,Suburban North,2.0,7314.0,14.1,534300.0
PROP-10745,1628.0,2,3.0,1999,25,Metro East,1.0,7039.0,15.6,367400.0
PROP-10746,2221.0,4,4.0,1961,63,Suburban North,1.0,8981.0,3.2,512700.0
PROP-10747,1609.0,5,1.5,2001,23,Suburban North,2.0,7748.0,12.4,407400.0
PROP-10748,1703.0,2,1.5,1968,56,Lakeside,2.0,6524.0,5.6,449100.0
PROP-10749,1186.0,5,3.0,1982,42,Suburban North,3.0,8790.0,6.0,375600.0
PROP-10750,1500.0,3,3.5,1974,50,Suburban North,2.0,5869.0,16.9,385800.0
PROP-10751,1221.0,3,2.0,1972,52,Suburban North,1.0,5972.0,22.9,319600.0
PROP-10752,1466.0,2,1.0,1982,42,Lakeside,1.0,6180.0,10.7,380400.0
PROP-10753,2785.0,3,1.0,1976,48,Lakeside,1.0,10883.0,6.0,601100.0
PROP-10754,1483.0,4,2.0,2021,3,Suburban North,2.0,2000.0,16.6,366000.0
PROP-10755,3811.0,4,2.0,2007,17,Suburban North,1.0,8489.0,21.9,715000.0
PROP-10756,2421.0,2,1.0,2019,5,Suburban North,3.0,7586.0,19.0,510500.0
PROP-10757,2220.0,2,2.0,1961,63,West Hills,1.0,3298.0,21.9,442600.0
PROP-10758,1542.0,3,1.0,1979,45,Downtown,1.0,8274.0,13.9,385800.0
PROP-10759,2555.0,3,2.5,1979,45,Lakeside,1.0,8689.0,19.0,569700.0
PROP-10760,1726.0,2,2.0,2018,6,Suburban North,2.0,8974.0,4.4,444300.0
PROP-10761,2179.0,3,1.0,2005,19,Suburban North,2.0,2000.0,9.4,469100.0
PROP-10762,3764.0,4,2.0,1962,62,Downtown,2.0,10916.0,10.3,761700.0
PROP-10763,2038.0,5,2.0,2014,10,Downtown,1.0,5656.0,13.3,529200.0
PROP-10764,2847.0,3,4.0,1971,53,Metro East,2.0,9216.0,23.3,582200.0
PROP-10765,1643.0,5,2.0,1999,25,Suburban North,0.0,9353.0,22.0,399300.0
PROP-10766,2077.0,3,2.0,1961,63,Downtown,2.0,5308.0,4.2,506000.0
PROP-10767,3251.0,3,2.5,2023,1,Suburban North,2.0,9151.0,5.1,707400.0
PROP-10768,1692.0,2,2.0,1995,29,Suburban North,1.0,6536.0,9.6,395600.0
PROP-10769,3278.0,3,3.0,1973,51,Downtown,2.0,2322.0,8.0,715500.0
PROP-10770,2560.0,5,2.0,1975,49,Suburban North,2.0,10419.0,15.8,557800.0
PROP-10771,1734.0,3,2.0,1978,46,Suburban North,0.0,5562.0,22.7,322700.0
PROP-10772,2511.0,3,1.0,1993,31,West Hills,2.0,5364.0,24.1,536000.0
PROP-10773,2732.0,3,2.0,2003,21,Suburban North,1.0,6492.0,16.7,546200.0
PROP-10774,2504.0,2,3.0,2020,4,Suburban North,1.0,8181.0,21.1,520400.0
PROP-10775,1079.0,4,3.0,2005,19,Metro East,1.0,7357.0,13.6,327500.0
PROP-10776,1627.0,3,1.5,1965,59,Suburban North,1.0,8870.0,6.0,365700.0
PROP-10777,1939.0,3,1.5,1972,52,Suburban North,2.0,4151.0,13.6,421400.0
PROP-10778,2052.0,3,3.0,2023,1,Downtown,1.0,5644.0,14.3,513800.0
PROP-10779,2503.0,3,3.5,1995,29,Suburban North,2.0,7210.0,18.8,567300.0
PROP-10780,2216.0,2,1.0,1981,43,Lakeside,1.0,12245.0,6.3,512700.0
PROP-10781,1232.0,3,2.0,1977,47,Downtown,3.0,7215.0,9.8,390700.0
PROP-10782,2347.0,2,2.0,1971,53,West Hills,2.0,10213.0,9.7,495000.0
PROP-10783,2497.0,4,3.0,2011,13,Downtown,2.0,7596.0,24.0,598400.0
PROP-10784,2464.0,4,1.0,2018,6,Suburban North,1.0,6291.0,11.7,521200.0
PROP-10785,2803.0,4,1.5,2013,11,Lakeside,1.0,6883.0,19.1,632200.0
PROP-10786,2642.0,3,2.5,1989,35,Suburban North,1.0,7079.0,19.0,508600.0
PROP-10787,2398.0,3,1.0,2012,12,West Hills,2.0,9009.0,7.4,514100.0
PROP-10788,2054.0,2,2.0,2010,14,Downtown,2.0,10937.0,14.7,517700.0
PROP-10789,1020.0,4,2.0,1999,25,West Hills,0.0,8399.0,22.5,334000.0
PROP-10790,2379.0,3,2.0,1966,58,Downtown,0.0,10468.0,12.4,492500.0
PROP-10791,2235.0,3,2.0,1991,33,Lakeside,2.0,5088.0,23.7,558200.0
PROP-10792,2277.0,3,2.0,2007,17,Downtown,1.0,6463.0,6.1,549500.0
PROP-10793,1270.0,2,1.5,1978,46,Lakeside,,5689.0,2.8,397900.0
PROP-10794,1397.0,3,2.0,1965,59,Suburban North,2.0,8286.0,22.4,325200.0
PROP-10795,2785.0,2,3.0,1979,45,West Hills,2.0,6603.0,21.3,548200.0
PROP-10796,2074.0,4,2.5,1986,38,Suburban North,1.0,9324.0,24.8,465400.0
PROP-10797,2543.0,3,1.5,2012,12,Metro East,1.0,5172.0,17.3,476500.0
PROP-10798,2118.0,1,1.5,2002,22,Downtown,2.0,7608.0,23.5,455100.0
PROP-10799,2119.0,3,2.0,1996,28,Downtown,3.0,9217.0,20.8,539000.0
PROP-10800,2710.0,1,2.0,2007,17,Suburban North,1.0,2337.0,21.3,471000.0
PROP-10801,1765.0,3,2.0,1966,58,Downtown,1.0,12804.0,14.7,408200.0
PROP-10802,2162.0,4,2.5,2018,6,Downtown,2.0,6792.0,10.2,564100.0
PROP-10803,1800.0,2,1.0,1964,60,Metro East,3.0,2437.0,23.4,351100.0
PROP-10804,1818.0,4,1.0,1970,54,Metro East,2.0,7895.0,11.4,399200.0
PROP-10805,1899.0,1,2.0,1974,50,Suburban North,3.0,7584.0,13.9,410000.0
PROP-10806,2244.0,2,2.5,2023,1,Metro East,0.0,7295.0,11.7,503000.0
PROP-10807,1789.0,4,1.5,1962,62,Suburban North,1.0,9978.0,14.6,387700.0
PROP-10808,2916.0,3,2.5,2017,7,Suburban North,2.0,9369.0,12.3,610700.0
PROP-10809,1519.0,2,2.0,1964,60,West Hills,2.0,8245.0,2.2,383800.0
PROP-10810,1979.0,3,3.0,1982,42,West Hills,1.0,8625.0,22.2,458800.0
PROP-10811,1814.0,3,3.0,2012,12,Metro East,1.0,7239.0,11.7,435400.0
PROP-10812,3041.0,4,2.0,1996,28,Suburban North,2.0,11939.0,15.1,642600.0
PROP-10813,2228.0,3,1.5,1968,56,West Hills,0.0,3802.0,4.3,441200.0
PROP-10814,2771.0,4,2.0,1974,50,Downtown,1.0,7849.0,1.1,613300.0
PROP-10815,1134.0,4,1.5,1962,62,Downtown,2.0,7663.0,6.9,375900.0
PROP-10816,2274.0,3,2.5,1988,36,Downtown,2.0,9533.0,17.9,548600.0
PROP-10817,2678.0,5,3.0,1965,59,Metro East,2.0,5390.0,3.4,571900.0
PROP-10818,2153.0,3,2.5,1976,48,Lakeside,1.0,3141.0,22.8,511000.0
PROP-10819,2793.0,5,3.0,1985,39,Lakeside,2.0,7892.0,6.2,669900.0
PROP-10820,1764.0,2,2.0,1980,44,Suburban North,2.0,8203.0,5.9,440400.0
PROP-10821,3016.0,3,1.5,1967,57,Suburban North,2.0,11224.0,5.4,611400.0
PROP-10822,3594.0,3,2.5,1980,44,Downtown,2.0,4324.0,1.3,723700.0
PROP-10823,1864.0,3,2.0,2016,8,Suburban North,1.0,10387.0,19.5,406600.0
PROP-10824,1810.0,3,2.5,1970,54,Suburban North,0.0,13419.0,22.0,362500.0
PROP-10825,3045.0,4,2.0,1997,27,Lakeside,1.0,6556.0,15.7,676800.0
PROP-10826,3127.0,1,1.0,1967,57,Suburban North,1.0,4273.0,5.5,529000.0
PROP-10827,1760.0,2,4.0,2001,23,Downtown,2.0,6483.0,7.8,495000.0
PROP-10828,1827.0,4,1.5,1983,41,Downtown,2.0,7535.0,12.4,480200.0
PROP-10829,1917.0,3,4.0,2020,4,Downtown,2.0,8909.0,23.9,521300.0
PROP-10830,1226.0,5,4.0,1994,30,Suburban North,2.0,6022.0,6.9,417200.0
PROP-10831,1503.0,4,2.5,2014,10,Metro East,1.0,11388.0,18.6,357400.0
PROP-10832,1447.0,5,2.5,1973,51,West Hills,1.0,4714.0,11.5,414800.0
PROP-10833,1601.0,4,2.0,2014,10,Lakeside,1.0,3152.0,8.1,464800.0
PROP-10834,2077.0,3,3.0,1973,51,Suburban North,1.0,10267.0,11.9,454600.0
PROP-10835,2252.0,2,2.0,1969,55,Suburban North,0.0,2000.0,2.7,448600.0
PROP-10836,3108.0,4,2.0,1971,53,Downtown,2.0,6990.0,20.2,646100.0
PROP-10837,1451.0,3,2.5,1997,27,Lakeside,3.0,15294.0,6.8,486900.0
PROP-10838,2740.0,1,2.0,2003,21,Lakeside,1.0,7470.0,18.4,569500.0
PROP-10839,1961.0,3,2.0,2014,10,Downtown,0.0,4698.0,2.6,486900.0
PROP-10840,2068.0,5,2.0,2005,19,Suburban North,2.0,7357.0,23.9,476900.0
PROP-10841,2539.0,3,2.0,1993,31,Suburban North,1.0,7373.0,5.6,505500.0
PROP-10842,1370.0,3,3.0,2000,24,West Hills,2.0,7902.0,22.2,385700.0
PROP-10843,2349.0,3,1.5,1969,55,Metro East,2.0,9156.0,20.4,455600.0
PROP-10844,2208.0,2,3.5,2017,7,West Hills,3.0,4902.0,24.2,507900.0
PROP-10845,2420.0,3,2.5,1976,48,Suburban North,1.0,11719.0,12.5,524600.0
PROP-10846,2288.0,3,3.0,1976,48,Downtown,2.0,8113.0,18.5,561300.0
PROP-10847,3696.0,2,2.0,1962,62,Downtown,2.0,9317.0,9.9,697600.0
PROP-10848,1685.0,4,2.5,2021,3,Downtown,2.0,5930.0,5.4,529200.0
PROP-10849,1755.0,3,1.0,1990,34,Downtown,,10716.0,11.6,432300.0
PROP-10850,1695.0,4,3.0,2010,14,West Hills,1.0,6857.0,5.0,482400.0
PROP-10851,1739.0,4,1.0,1960,64,West Hills,2.0,8194.0,24.6,385200.0
PROP-10852,1686.0,2,3.0,1971,53,Downtown,2.0,5167.0,3.3,475900.0
PROP-10853,2873.0,3,4.0,1998,26,Lakeside,2.0,5008.0,15.1,685300.0
PROP-10854,3023.0,3,2.0,1963,61,Downtown,2.0,9221.0,16.0,609800.0
PROP-10855,1729.0,4,1.5,2001,23,Suburban North,2.0,6391.0,13.9,399400.0
PROP-10856,1559.0,2,2.5,1972,52,Downtown,1.0,5365.0,16.9,367000.0
PROP-10857,2406.0,3,2.0,1993,31,Suburban North,2.0,5892.0,3.8,530800.0
PROP-10858,1741.0,3,3.0,2001,23,Suburban North,2.0,9247.0,14.3,449700.0
PROP-10859,2511.0,3,1.5,1980,44,Suburban North,2.0,5927.0,7.9,529600.0
PROP-10860,2232.0,2,1.5,1981,43,Suburban North,3.0,7206.0,23.6,451700.0
PROP-10861,1115.0,3,4.0,2016,8,Metro East,0.0,7538.0,19.3,294500.0
PROP-10862,3106.0,4,2.5,1963,61,Downtown,2.0,2707.0,24.3,623000.0
PROP-10863,3267.0,3,3.0,1977,47,Downtown,0.0,3822.0,1.9,696600.0
PROP-10864,1702.0,3,2.0,1964,60,Downtown,1.0,8341.0,7.8,423500.0
PROP-10865,1848.0,3,2.5,1978,46,West Hills,2.0,5657.0,5.7,469700.0
PROP-10866,2286.0,4,2.0,1961,63,Downtown,1.0,10142.0,1.3,522000.0
PROP-10867,2317.0,2,2.5,1971,53,Lakeside,2.0,,6.8,567200.0
PROP-10868,2528.0,4,2.5,1976,48,Suburban North,0.0,9298.0,17.3,497100.0
PROP-10869,3407.0,3,2.0,1969,55,Suburban North,1.0,12049.0,6.5,663400.0
PROP-10870,1985.0,3,2.0,1993,31,West Hills,2.0,7292.0,13.2,490100.0
PROP-10871,1581.0,2,2.0,1965,59,Downtown,2.0,9122.0,22.3,383800.0
PROP-10872,1203.0,2,2.5,1967,57,Downtown,3.0,6039.0,17.7,365500.0
PROP-10873,1625.0,3,1.5,2020,4,Suburban North,2.0,13631.0,10.5,410100.0
PROP-10874,2078.0,3,2.5,2010,14,West Hills,2.0,12459.0,9.9,496300.0
PROP-10875,3266.0,4,1.5,1970,54,Downtown,1.0,7530.0,11.9,642700.0
PROP-10876,1764.0,1,2.5,2022,2,Downtown,0.0,8466.0,5.2,456300.0
PROP-10877,2245.0,3,2.5,2016,8,Metro East,1.0,10898.0,16.2,482600.0
PROP-10878,2089.0,3,1.5,2022,2,Downtown,2.0,7132.0,9.7,529900.0
PROP-10879,2872.0,1,1.0,1971,53,Lakeside,2.0,5858.0,21.5,565400.0
PROP-10880,3743.0,2,1.5,1968,56,Lakeside,1.0,9685.0,19.2,727200.0
PROP-10881,1755.0,3,2.5,1961,63,Suburban North,2.0,7696.0,15.7,403100.0
PROP-10882,1782.0,3,3.0,1967,57,Downtown,2.0,7957.0,9.7,487600.0
PROP-10883,2779.0,3,1.0,2017,7,Downtown,0.0,5414.0,6.0,557700.0
PROP-10884,2543.0,3,2.5,1970,54,West Hills,1.0,3206.0,19.6,449100.0
PROP-10885,3300.0,3,2.0,2019,5,West Hills,2.0,8090.0,12.7,690700.0
PROP-10886,2480.0,1,2.0,2012,12,Lakeside,2.0,9762.0,6.4,564800.0
PROP-10887,1866.0,3,3.5,1995,29,Metro East,2.0,6935.0,5.7,451500.0
PROP-10888,2484.0,5,2.0,1969,55,West Hills,1.0,11091.0,5.0,556800.0
PROP-10889,2821.0,3,2.0,1980,44,Downtown,3.0,5740.0,19.7,638900.0
PROP-10890,2633.0,3,1.0,1979,45,Downtown,1.0,4863.0,6.5,564400.0
PROP-10891,2430.0,3,1.0,2007,17,Lakeside,0.0,7332.0,13.6,544100.0
PROP-10892,2793.0,4,2.0,1967,57,Downtown,3.0,7294.0,11.8,641500.0
PROP-10893,2860.0,4,1.0,1995,29,Downtown,1.0,9425.0,14.9,610000.0
PROP-10894,2998.0,3,2.5,1988,36,West Hills,2.0,5563.0,22.1,602500.0
PROP-10895,2522.0,5,2.0,2001,23,Suburban North,1.0,10920.0,21.8,552400.0
PROP-10896,1991.0,2,2.0,1971,53,Metro East,2.0,12417.0,11.8,393900.0
PROP-10897,2195.0,1,1.5,2020,4,West Hills,3.0,7402.0,1.4,532400.0
PROP-10898,2884.0,4,2.0,1973,51,Downtown,1.0,10624.0,11.2,590800.0
